tic,time_idx,horizon,actual_scaled,p50_scaled,actual,p10,p50,p90
ADAUSDT,2683,1,-0.9230290269541127,-1.1251356601715088,0.3659,0.33089254976434124,0.34721174573997193,0.36405047590820416
ADAUSDT,2684,2,-0.9797273777557602,-1.0884495973587036,0.3594,0.3347064908035161,0.34954865353292386,0.3663301593698992
ADAUSDT,2685,3,-0.9586347857008615,-1.1264231204986572,0.3602,0.3297544611538208,0.34537898209032375,0.3634043898669073
ADAUSDT,2686,4,-0.9697873500056938,-1.0834985971450806,0.3583,0.33314333208032254,0.3485314560558489,0.3664236039080892
ADAUSDT,2687,5,-1.1996275101908964,-1.1480765342712402,0.3391,0.32819230928941767,0.34335098151821086,0.361142948494911
ADAUSDT,2688,6,-1.036025674504508,-1.324660062789917,0.3521,0.31319537241131257,0.32917697979639204,0.34737152271484917
ADAUSDT,2689,7,-0.9177711274388192,-1.1959357261657715,0.3608,0.3247217360293063,0.33948826147325306,0.3567253685433842
ADAUSDT,2684,1,-0.9797273777557602,-1.0991475582122803,0.3594,0.33349480169493395,0.3485793087270076,0.36460783085427584
ADAUSDT,2685,2,-0.9586347857008615,-1.093761682510376,0.3602,0.3335571530425916,0.348264020302089,0.3651120426197695
ADAUSDT,2686,3,-0.9697873500056938,-1.090745449066162,0.3583,0.3331086360400535,0.34790890381736134,0.365097765595972
ADAUSDT,2687,4,-1.1996275101908964,-1.1526727676391602,0.3391,0.3284021644334695,0.3429719682647884,0.3601196097616099
ADAUSDT,2688,5,-1.036025674504508,-1.3206329345703125,0.3521,0.3141758802445545,0.3294968098141834,0.34702216366309024
ADAUSDT,2689,6,-0.9177711274388192,-1.18425452709198,0.3608,0.3261336965861207,0.3403832231667211,0.3571918100946426
ADAUSDT,2690,7,-0.946471726666918,-1.1083950996398926,0.3583,0.3316934885197752,0.3463735601057883,0.36368039800966484
ADAUSDT,2685,1,-0.9586347857008615,-0.9640928506851196,0.3602,0.34497470566518834,0.3597178801972059,0.3766001564468783
ADAUSDT,2686,2,-0.9697873500056938,-0.9915443062782288,0.3583,0.34210375857445835,0.3564309343729323,0.3729995941908717
ADAUSDT,2687,3,-1.1996275101908964,-1.079549789428711,0.3391,0.33468958104607216,0.34900181393470575,0.36590233399315747
ADAUSDT,2688,4,-1.036025674504508,-1.2624348402023315,0.3521,0.31889196708791795,0.33411883735890385,0.3516701604736565
