tic,time_idx,actual_scaled,p50_scaled,actual,p10,p50,p90
BTCUSDT,338,-2.9618484313398774,-0.2326776087284088,104597.59548969209,107836.77633913358,114636.39163631023,124883.77331114354
BTCUSDT,339,-1.5892716493170531,-0.23240378499031067,109646.38847697878,107830.57870260917,114637.398850906,124893.1807042378
BTCUSDT,334,-0.040633441464376856,-0.8497808575630188,114307.95224778548,107130.01352928548,110902.44907968838,117817.35893468697
BTCUSDT,335,-1.3956358890401417,-0.8425710797309875,108605.07903063114,107149.55562782126,110932.79326760737,117824.41817284867
BTCUSDT,336,-1.7283788366208788,-0.8480981588363647,107204.64551307539,107141.457823704,110909.5311462322,117818.20810032939
BTCUSDT,337,-3.3665123491082487,-0.2249634563922882,100310.14303361413,105713.07642203887,113532.15239064812,125213.23294834845
BTCUSDT,338,-2.9618484313398774,-0.2326773703098297,102013.27428826151,105719.55265844194,113499.68641749915,125224.76153217786
BTCUSDT,339,-1.5892716493170531,-0.2324036955833435,107790.11357197666,105712.4603065831,113500.83824735059,125235.52348374634
BTCUSDT,340,-1.6626127175657506,-0.0017750263214111328,107481.43899018437,107774.68302643097,114471.49779368198,124956.56266119206
BTCUSDT,335,-1.3956358890401417,-0.8424785733222961,108464.09649767335,107023.28804064664,110767.98377997473,117587.5867769375
BTCUSDT,336,-1.7283788366208788,-0.8480989933013916,107078.22990344437,107015.72727921448,110744.57486221645,117581.427646023
BTCUSDT,337,-3.3665123491082487,-0.22496256232261658,100255.44213784528,105602.18662592823,113339.92352285491,124899.51385861596
BTCUSDT,338,-2.9618484313398774,-0.23267701268196106,101940.8578907635,105608.58755424341,113307.79301753966,124910.91060920132
BTCUSDT,339,-1.5892716493170531,-0.2324034571647644,107657.60808502026,105601.56698905751,113308.93236987066,124921.55565287781
BTCUSDT,340,-1.6626127175657506,-0.0017750263214111328,107352.14425112103,107642.33804375486,114269.49439022032,124645.4984899012
BTCUSDT,341,-1.198500279756185,0.012517094612121582,109285.16169958367,107630.0624812615,114329.0207396335,124826.24577068439
BTCUSDT,336,-1.7283788366208788,-0.848007321357727,106941.83012631483,106879.10834190431,110595.81281412276,117408.5533639095
BTCUSDT,337,-3.3665123491082487,-0.22496527433395386,100142.75565471787,105470.94667428789,113181.74933538877,124701.1902263271
BTCUSDT,338,-2.9618484313398774,-0.23267626762390137,101822.3135734724,105477.30457483794,113149.74485148762,124712.54736634468
